InvoiceNo,InvoiceDate,CustomerID,Total
559899,2011-07-13 12:24:00,12528,281.71
559900,2011-07-13 12:27:00,13089,214.2
559901,2011-07-13 12:53:00,18121,23.25
559902,2011-07-13 13:14:00,14502,105.78
559903,2011-07-13 13:16:00,12935,353.09000000000003
559904,2011-07-13 13:20:00,13149,506.15999999999997
559905,2011-07-13 13:27:00,15311,152.81
559906,2011-07-13 13:33:00,18219,185.85000000000002
559907,2011-07-13 13:37:00,12766,936.48
C559908,2011-07-13 13:56:00,14088,-76.32000000000001
559909,2011-07-13 14:28:00,18245,330.91999999999996
559910,2011-07-13 14:29:00,18245,35.599999999999994
559911,2011-07-13 14:39:00,13777,270.9
559912,2011-07-13 15:04:00,14221,357.78000000000003
559913,2011-07-13 15:05:00,14221,17.4
559916,2011-07-13 15:18:00,14201,110.13999999999999
559918,2011-07-13 15:29:00,18225,488.40000000000003
559919,2011-07-13 15:30:00,12415,2735.1600000000003
559920,2011-07-13 15:31:00,12415,61.199999999999996
559921,2011-07-13 15:42:00,13667,305.0199999999999
559922,2011-07-13 15:50:00,14400,574.6999999999999
559925,2011-07-13 16:47:00,17644,316.84999999999997
559926,2011-07-13 16:48:00,17644,39.599999999999994
559927,2011-07-13 17:03:00,17567,461.08
559928,2011-07-14 08:52:00,12405,1710.3900000000003
559929,2011-07-14 09:10:00,14265,252.05
559930,2011-07-14 09:22:00,17738,585.6200000000001
559931,2011-07-14 09:23:00,17738,205.95
559932,2011-07-14 09:26:00,17389,561.9
559933,2011-07-14 09:54:00,16719,308.2
559934,2011-07-14 09:58:00,13012,304.92
559935,2011-07-14 10:08:00,15125,315.12
559936,2011-07-14 10:09:00,15125,49.92
559937,2011-07-14 10:11:00,13577,465.35
559938,2011-07-14 10:15:00,17315,112.81
C559939,2011-07-14 10:19:00,14426,-500.74
559940,2011-07-14 10:20:00,17396,791.7000000000002
559941,2011-07-14 10:20:00,17396,1960.7999999999997
559942,2011-07-14 10:21:00,17396,1037.1
559944,2011-07-14 10:21:00,17396,596.7
559945,2011-07-14 10:24:00,17396,18.0
C559947,2011-07-14 10:27:00,16701,-119.75999999999999
559948,2011-07-14 10:41:00,12653,1430.75
C559950,2011-07-14 10:47:00,14562,-17.55
559951,2011-07-14 10:52:00,14847,309.4
C559952,2011-07-14 10:57:00,17696,-45.31
C559953,2011-07-14 11:00:00,13815,-12.450000000000001
559979,2011-07-14 11:20:00,14862,304.1
559980,2011-07-14 11:28:00,17314,202.87
559981,2011-07-14 11:30:00,14562,603.54
559982,2011-07-14 11:34:00,12915,164.0
C559983,2011-07-14 11:41:00,14562,-261.3
559984,2011-07-14 11:45:00,16657,203.55999999999995
559985,2011-07-14 11:46:00,16488,219.06
559986,2011-07-14 11:47:00,15256,98.45
559987,2011-07-14 12:12:00,12619,687.9999999999999
559988,2011-07-14 12:17:00,15402,185.77999999999997
559989,2011-07-14 12:21:00,13319,521.49
559990,2011-07-14 12:22:00,13319,87.30000000000001
559991,2011-07-14 12:29:00,14527,139.95
C559992,2011-07-14 12:30:00,14527,-13.99
559993,2011-07-14 12:42:00,14716,188.56
560010,2011-07-14 12:48:00,13178,285.0
560018,2011-07-14 12:52:00,15987,287.28999999999996
560024,2011-07-14 13:00:00,15005,244.86999999999998
560025,2011-07-14 13:00:00,18283,140.69
560026,2011-07-14 13:11:00,16928,119.05000000000001
560032,2011-07-14 13:20:00,18283,2.5
560033,2011-07-14 13:28:00,12388,902.0899999999999
560034,2011-07-14 13:35:00,13933,300.99
560035,2011-07-14 13:41:00,17706,2204.36
560036,2011-07-14 13:51:00,14911,1147.1
560038,2011-07-14 14:08:00,12709,875.28
560041,2011-07-14 14:46:00,14156,654.9699999999999
560042,2011-07-14 14:46:00,17068,170.45000000000002
C560043,2011-07-14 14:47:00,16656,-1.44
C560044,2011-07-14 14:47:00,14258,-19.9
C560045,2011-07-14 14:51:00,16779,-9.95
C560046,2011-07-14 14:55:00,17049,-7.9
560047,2011-07-14 15:01:00,17259,221.73000000000002
560048,2011-07-14 15:02:00,13515,132.16
560049,2011-07-14 15:03:00,14857,522.52
560051,2011-07-14 15:22:00,15306,344.61999999999995
560052,2011-07-14 15:30:00,15187,413.64
560053,2011-07-14 15:44:00,17612,366.31
560078,2011-07-14 16:12:00,16040,453.75
560079,2011-07-14 16:12:00,15521,449.2
560080,2011-07-14 16:23:00,17450,3279.3599999999997
560086,2011-07-14 16:35:00,15839,299.18
560087,2011-07-14 16:39:00,18172,326.4
560088,2011-07-14 16:42:00,15114,135.62
560089,2011-07-14 16:45:00,12748,82.53
560093,2011-07-14 17:11:00,14461,356.84000000000003
560094,2011-07-14 17:13:00,18109,408.21999999999997
560095,2011-07-14 17:14:00,17848,30.5
560096,2011-07-14 17:20:00,13538,95.4
560097,2011-07-14 17:40:00,13050,339.38
560098,2011-07-14 17:44:00,16907,127.88
C560099,2011-07-14 17:47:00,16779,-2.1
C560100,2011-07-14 17:51:00,16422,-7.88
560101,2011-07-14 18:08:00,14891,105.0
560102,2011-07-14 18:28:00,13994,288.57
560103,2011-07-14 18:44:00,17837,130.26
560104,2011-07-14 18:56:00,17921,159.29999999999998
560105,2011-07-14 19:23:00,16794,222.13
560106,2011-07-14 20:01:00,17554,772.4300000000001
560107,2011-07-15 08:09:00,12928,356.1
560108,2011-07-15 08:59:00,16979,208.5
560109,2011-07-15 09:00:00,13491,56.82000000000001
560115,2011-07-15 10:05:00,17841,180.8
560118,2011-07-15 10:21:00,16818,418.96
560119,2011-07-15 10:21:00,12815,448.1
560120,2011-07-15 10:27:00,14907,971.1299999999999
560122,2011-07-15 10:33:00,14332,119.04
C560123,2011-07-15 10:35:00,16782,-5.9
C560124,2011-07-15 10:36:00,17440,-8.15
560125,2011-07-15 10:44:00,18118,136.68
560145,2011-07-15 11:04:00,13381,709.74
C560148,2011-07-15 11:10:00,15769,-179.0
560180,2011-07-15 11:38:00,14640,185.07
560181,2011-07-15 11:45:00,16621,118.71
560182,2011-07-15 11:48:00,12971,254.35
560183,2011-07-15 11:48:00,12971,105.6
560184,2011-07-15 11:49:00,12971,52.980000000000004
560185,2011-07-15 11:50:00,14676,542.4
560186,2011-07-15 11:57:00,17266,113.06
560187,2011-07-15 12:05:00,17444,550.94
560188,2011-07-15 12:10:00,18229,322.2
C560189,2011-07-15 12:30:00,17652,-1.65
560190,2011-07-15 12:33:00,15737,168.2
560191,2011-07-15 12:45:00,16203,60.0
560199,2011-07-15 12:58:00,17948,358.56000000000006
560200,2011-07-15 12:59:00,13184,30.0
560201,2011-07-15 13:09:00,17061,329.30000000000007
560202,2011-07-15 13:10:00,12712,776.05
560203,2011-07-15 13:13:00,15311,472.81000000000006
560204,2011-07-15 13:17:00,12971,154.20000000000002
560205,2011-07-15 13:55:00,17068,16.5
C560206,2011-07-15 13:56:00,17068,-20.8
560207,2011-07-15 13:57:00,15301,410.84999999999997
C560208,2011-07-15 13:58:00,13013,-18.75
560209,2011-07-15 14:05:00,15004,1246.3200000000002
560210,2011-07-15 14:20:00,14958,107.4
560211,2011-07-15 14:34:00,12621,561.06
560212,2011-07-15 14:58:00,14722,187.92
C560219,2011-07-15 15:22:00,12451,-102.0
C560220,2011-07-15 15:22:00,14572,-12.75
C560221,2011-07-15 15:23:00,13408,-8.5
560222,2011-07-15 15:28:00,14293,231.39000000000001
560223,2011-07-15 15:32:00,16904,187.39
560224,2011-07-15 16:06:00,14572,400.75999999999993
560228,2011-07-15 17:29:00,17750,307.40999999999997
560229,2011-07-17 10:39:00,14013,155.3
560230,2011-07-17 10:53:00,12600,345.23
560231,2011-07-17 10:55:00,13305,250.95
560232,2011-07-17 11:08:00,14810,238.39999999999998
560233,2011-07-17 11:10:00,16813,247.43999999999997
560234,2011-07-17 11:21:00,16180,1885.1
560235,2011-07-17 11:26:00,14060,189.57999999999998
560236,2011-07-17 11:26:00,15206,35.400000000000006
560237,2011-07-17 11:27:00,15281,49.550000000000004
560238,2011-07-17 11:41:00,17725,307.5
560239,2011-07-17 11:50:00,13507,1242.38
560240,2011-07-17 11:59:00,15716,216.36999999999998
560241,2011-07-17 12:02:00,13967,80.7
C560242,2011-07-17 12:03:00,14659,-9.95
C560243,2011-07-17 12:04:00,14659,-9.95
560244,2011-07-17 12:14:00,16931,268.76
560246,2011-07-17 12:17:00,14292,1353.1000000000001
560247,2011-07-17 12:18:00,14292,111.9
560248,2011-07-17 12:24:00,16255,438.76000000000005
560249,2011-07-17 12:26:00,17571,201.25000000000003
560250,2011-07-17 12:31:00,14659,259.78999999999996
560251,2011-07-17 12:32:00,17774,394.88000000000005
560252,2011-07-17 12:35:00,13468,115.87
560253,2011-07-17 12:52:00,13993,535.5899999999999
560254,2011-07-17 13:07:00,16678,236.94
560255,2011-07-17 13:08:00,16054,783.9000000000001
560256,2011-07-17 13:24:00,14462,140.76000000000002
560257,2011-07-17 13:25:00,13340,810.09
560258,2011-07-17 13:26:00,13340,482.8
560259,2011-07-17 13:29:00,13654,541.4300000000001
560260,2011-07-17 13:32:00,14044,171.44
560261,2011-07-17 13:35:00,12841,207.15999999999997
560262,2011-07-17 13:40:00,14224,368.17999999999995
560263,2011-07-17 13:41:00,16342,89.26
560264,2011-07-17 13:46:00,12833,417.38
560265,2011-07-17 13:48:00,17863,413.38
560266,2011-07-17 13:54:00,17389,338.7
560267,2011-07-17 14:05:00,13880,129.5
560268,2011-07-17 14:07:00,13880,211.69
560269,2011-07-17 14:32:00,16168,148.16000000000003
560270,2011-07-17 14:42:00,16744,131.73000000000002
560271,2011-07-17 14:51:00,16474,355.57
560272,2011-07-17 14:56:00,12691,150.1
560273,2011-07-17 14:59:00,14895,372.3
560274,2011-07-17 15:00:00,14895,91.72999999999999
560275,2011-07-17 15:08:00,14895,15.0
560276,2011-07-17 15:11:00,14606,108.43999999999998
560277,2011-07-17 15:24:00,15467,114.14
560278,2011-07-17 15:45:00,13610,173.39
560279,2011-07-17 15:47:00,14198,173.64999999999998
560280,2011-07-17 15:50:00,16422,705.3000000000001
560281,2011-07-17 15:59:00,17984,152.68
560282,2011-07-18 08:21:00,14758,277.12000000000006
560284,2011-07-18 09:15:00,13705,204.54000000000002
560285,2011-07-18 09:21:00,14944,675.7000000000002
560286,2011-07-18 09:38:00,14062,898.44
560287,2011-07-18 09:49:00,13821,115.49000000000001
560288,2011-07-18 10:05:00,15845,563.42
C560289,2011-07-18 10:14:00,16398,-54.75000000000001
560295,2011-07-18 10:21:00,16681,456.84
560299,2011-07-18 10:28:00,17593,747.7800000000002
560300,2011-07-18 10:29:00,14911,800.46
C560301,2011-07-18 10:34:00,14159,-1.45
560302,2011-07-18 10:43:00,14397,47.7
560305,2011-07-18 10:49:00,16511,241.95
C560317,2011-07-18 10:54:00,15527,-16.85
C560330,2011-07-18 11:10:00,17841,-7.8
C560331,2011-07-18 11:20:00,17706,-9.2
560355,2011-07-18 11:37:00,15906,114.55000000000001
560356,2011-07-18 11:41:00,16875,333.10999999999996
560357,2011-07-18 11:42:00,15527,183.5
560359,2011-07-18 11:47:00,14159,337.43
560360,2011-07-18 11:55:00,12744,3949.3199999999997
560361,2011-07-18 11:58:00,13488,272.81
560362,2011-07-18 11:59:00,13488,150.78
560363,2011-07-18 12:05:00,12589,131.5
560364,2011-07-18 12:15:00,16705,1585.94
C560365,2011-07-18 12:17:00,14390,-16.2
560366,2011-07-18 12:19:00,16859,487.97
560368,2011-07-18 12:25:00,17841,728.0600000000001
C560372,2011-07-18 12:26:00,17448,-4287.63
560381,2011-07-18 12:42:00,14733,378.16
560382,2011-07-18 12:49:00,17389,119.39999999999999
560383,2011-07-18 12:52:00,16762,314.15000000000003
C560384,2011-07-18 12:52:00,14808,-125.0
560385,2011-07-18 12:53:00,14583,310.48999999999995
560387,2011-07-18 13:00:00,14667,179.41000000000003
C560390,2011-07-18 13:20:00,12930,-2.95
C560391,2011-07-18 13:21:00,12930,-2.95
560392,2011-07-18 13:30:00,13911,217.60000000000002
560393,2011-07-18 13:33:00,14808,470.8400000000001
560394,2011-07-18 13:35:00,14390,556.58
C560395,2011-07-18 13:47:00,15125,-55.34
C560396,2011-07-18 13:49:00,18087,-244.79999999999998
560397,2011-07-18 14:04:00,17652,364.14
560398,2011-07-18 14:10:00,12731,1734.58
C560408,2011-07-18 14:24:00,13564,-550.64
C560409,2011-07-18 14:24:00,16717,-530.47
560410,2011-07-18 14:28:00,17213,530.47
560412,2011-07-18 14:32:00,12748,207.94
560413,2011-07-18 14:33:00,13564,550.64
C560414,2011-07-18 14:35:00,13564,-550.64
560415,2011-07-18 14:36:00,15152,304.52000000000004
560416,2011-07-18 14:40:00,14798,21.72
560417,2011-07-18 14:56:00,16011,147.18
C560418,2011-07-18 15:01:00,17809,-717.23
C560420,2011-07-18 15:11:00,15369,-1592.49
560422,2011-07-18 15:14:00,16746,300.18
560426,2011-07-18 15:15:00,14038,370.09999999999997
C560430,2011-07-18 15:21:00,13154,-611.86
560432,2011-07-18 15:39:00,13327,484.1
C560435,2011-07-18 16:01:00,17603,-294.92
C560436,2011-07-18 16:04:00,17603,-705.45
560437,2011-07-18 16:05:00,13940,218.62
560441,2011-07-18 16:57:00,14029,165.2
560442,2011-07-18 16:59:00,15860,120.23
560443,2011-07-18 17:10:00,14776,201.96
560444,2011-07-18 17:15:00,13764,445.74000000000007
560445,2011-07-19 09:08:00,14156,11134.34
560446,2011-07-19 09:10:00,14156,532.3199999999999
560447,2011-07-19 09:24:00,13756,525.0300000000001
560448,2011-07-19 09:29:00,12840,576.0
560449,2011-07-19 09:31:00,14732,335.09999999999997
560450,2011-07-19 09:49:00,14117,90.0
560451,2011-07-19 09:50:00,14911,1527.0
560452,2011-07-19 09:51:00,12682,99.6
560453,2011-07-19 09:52:00,13209,1198.3799999999999
560454,2011-07-19 10:06:00,12947,224.3
560469,2011-07-19 10:40:00,12971,220.15
560473,2011-07-19 10:42:00,12431,483.0200000000001
C560474,2011-07-19 10:46:00,12705,-3.9
560483,2011-07-19 10:49:00,12955,355.54
560491,2011-07-19 10:51:00,12415,158.65
560499,2011-07-19 11:03:00,16713,460.14
560500,2011-07-19 11:08:00,17975,131.66
560501,2011-07-19 11:08:00,16475,91.39999999999999
560503,2011-07-19 11:40:00,17682,362.82
560504,2011-07-19 11:47:00,13081,4406.61
560523,2011-07-19 11:56:00,15462,64.8
560527,2011-07-19 11:57:00,15727,470.9499999999999
C560526,2011-07-19 11:57:00,16401,-6.18
C560533,2011-07-19 12:00:00,16488,-6.6
560534,2011-07-19 12:10:00,14911,390.98
560535,2011-07-19 12:13:00,13167,242.91000000000003
560536,2011-07-19 12:15:00,16626,123.15
560537,2011-07-19 12:19:00,17779,323.09
560538,2011-07-19 12:19:00,16128,306.4
560539,2011-07-19 12:19:00,16745,513.48
C560540,2011-07-19 12:26:00,12415,-158.65
560544,2011-07-19 12:37:00,12569,60.650000000000006
560545,2011-07-19 12:38:00,12569,105.6
560546,2011-07-19 12:38:00,17867,232.05
560547,2011-07-19 12:39:00,17419,614.2
560548,2011-07-19 12:42:00,17867,121.38000000000001
560549,2011-07-19 12:43:00,12664,653.9
560551,2011-07-19 12:47:00,18041,109.01
C560550,2011-07-19 12:47:00,12971,-220.15
560552,2011-07-19 12:54:00,15311,750.93
560553,2011-07-19 12:58:00,13991,126.35
560554,2011-07-19 13:01:00,16232,358.57
560555,2011-07-19 13:01:00,14178,115.52000000000001
C560556,2011-07-19 13:04:00,13089,-27.6
560557,2011-07-19 13:05:00,18101,110.22999999999999
C560558,2011-07-19 13:22:00,12921,-3.3
C560559,2011-07-19 13:24:00,16145,-9.25
C560560,2011-07-19 13:26:00,17738,-15.7
C560561,2011-07-19 13:28:00,17651,-18.37
560562,2011-07-19 13:34:00,15713,185.54999999999998
C560563,2011-07-19 13:37:00,14911,-18.25
C560564,2011-07-19 13:42:00,12468,-5.5
560566,2011-07-19 13:45:00,12662,431.66000000000014
560568,2011-07-19 14:03:00,13895,554.84
560569,2011-07-19 14:04:00,12480,557.6800000000001
560570,2011-07-19 14:28:00,16112,36.56
560571,2011-07-19 14:29:00,17735,729.07
C560572,2011-07-19 14:45:00,17065,-112.35
C560574,2011-07-19 14:56:00,14437,-106.4
560576,2011-07-19 14:59:00,17287,202.07
560577,2011-07-19 15:07:00,18223,471.27
560579,2011-07-19 15:13:00,15867,566.13
560580,2011-07-19 15:23:00,14088,8801.510000000002
560581,2011-07-19 15:29:00,12901,611.76
560582,2011-07-19 15:30:00,12875,49.470000000000006
560584,2011-07-19 15:38:00,13827,112.74000000000001
C560585,2011-07-19 15:47:00,13941,-124.95
560586,2011-07-19 15:48:00,13631,667.2
560587,2011-07-19 15:49:00,13631,60.0
C560588,2011-07-19 15:49:00,13767,-6.25
C560589,2011-07-19 15:50:00,15249,-22.65
560590,2011-07-19 15:55:00,12560,1292.3100000000002
560592,2011-07-19 16:36:00,13225,557.6800000000001
560595,2011-07-19 16:45:00,16656,814.48
560596,2011-07-19 16:48:00,13199,186.20000000000002
560597,2011-07-19 16:54:00,13798,326.4
560598,2011-07-19 17:02:00,17096,310.45
560599,2011-07-19 17:04:00,14609,191.16
560601,2011-07-19 17:17:00,16764,176.68
560602,2011-07-20 08:48:00,13629,336.36
560603,2011-07-20 08:59:00,18180,300.65
560604,2011-07-20 09:23:00,15251,464.71999999999997
560605,2011-07-20 09:30:00,17306,611.24
560606,2011-07-20 10:08:00,17422,293.06999999999994
560607,2011-07-20 10:15:00,12510,301.52
C560608,2011-07-20 10:35:00,16271,-5.95
560634,2011-07-20 10:51:00,16133,421.44000000000005
560635,2011-07-20 10:51:00,12521,599.68
560640,2011-07-20 10:59:00,13854,313.76
560641,2011-07-20 11:00:00,15587,111.96
560642,2011-07-20 11:07:00,17866,329.65
C560643,2011-07-20 11:09:00,17866,-3.95
560644,2011-07-20 11:22:00,16271,460.39000000000004
C560645,2011-07-20 11:23:00,15802,-451.42
560646,2011-07-20 11:28:00,18102,2365.91
C560647,2011-07-20 11:31:00,18102,-3060.6
560648,2011-07-20 11:33:00,18102,710.25
C560649,2011-07-20 11:35:00,17581,-13.38
560650,2011-07-20 11:38:00,15529,466.87
560651,2011-07-20 11:38:00,15802,451.42
C560652,2011-07-20 11:39:00,16393,-3.73
C560653,2011-07-20 11:40:00,15802,-451.42
C560654,2011-07-20 11:40:00,16255,-5.61
560686,2011-07-20 11:50:00,15632,385.57
C560687,2011-07-20 11:51:00,14606,-23.37
560688,2011-07-20 11:54:00,16393,153.34
560689,2011-07-20 11:55:00,15039,312.90000000000003
560690,2011-07-20 12:00:00,16807,469.75999999999993
560691,2011-07-20 12:00:00,13136,533.04
560692,2011-07-20 12:01:00,14704,111.04000000000002
560693,2011-07-20 12:01:00,13136,119.18
560694,2011-07-20 12:05:00,12757,835.65
560695,2011-07-20 12:08:00,14101,785.0
560696,2011-07-20 12:14:00,14606,111.49
560697,2011-07-20 12:16:00,14401,227.92000000000002
560698,2011-07-20 12:29:00,16353,664.83
C560699,2011-07-20 12:32:00,13217,-3.4
560700,2011-07-20 12:38:00,17229,157.71
560701,2011-07-20 12:45:00,16729,299.28000000000003
560710,2011-07-20 12:51:00,14646,26.02
560711,2011-07-20 12:58:00,17841,193.22999999999996
560712,2011-07-20 13:06:00,14456,116.13000000000001
560713,2011-07-20 13:09:00,16774,160.79999999999995
560714,2011-07-20 13:10:00,14456,26.25
560715,2011-07-20 13:21:00,13549,132.95000000000002
560716,2011-07-20 13:26:00,17675,1532.7600000000002
560718,2011-07-20 13:30:00,17677,1682.59
560720,2011-07-20 13:31:00,17677,17.0
560721,2011-07-20 13:32:00,17677,29.759999999999998
560723,2011-07-20 13:53:00,16464,385.0
560724,2011-07-20 13:55:00,16186,534.34
560725,2011-07-20 13:56:00,16186,59.699999999999996
560726,2011-07-20 14:16:00,17962,102.83
560727,2011-07-20 14:33:00,13571,126.58
560728,2011-07-20 14:38:00,12520,348.29
560729,2011-07-20 14:39:00,17511,5433.57
560731,2011-07-20 14:54:00,16149,163.67999999999998
560732,2011-07-20 14:55:00,14056,341.03000000000003
C560733,2011-07-20 14:55:00,15298,-990.0
560734,2011-07-20 14:58:00,15298,990.0
C560735,2011-07-20 14:59:00,16013,-990.0
560736,2011-07-20 15:33:00,15260,345.14
560742,2011-07-20 15:44:00,14755,312.9
560754,2011-07-20 15:56:00,17754,310.82
560776,2011-07-21 08:44:00,13995,408.25000000000006
560781,2011-07-21 09:43:00,13969,353.02
560782,2011-07-21 10:10:00,14769,337.92999999999995
560783,2011-07-21 10:24:00,15108,676.8
560790,2011-07-21 10:29:00,14051,902.4000000000001
560791,2011-07-21 10:30:00,14688,116.81
560792,2011-07-21 10:32:00,15189,685.5
560805,2011-07-21 10:44:00,14259,120.0
560807,2011-07-21 10:44:00,18143,480.17999999999995
C560818,2011-07-21 10:52:00,17811,-7.47
560820,2011-07-21 10:59:00,17811,146.66
560821,2011-07-21 11:17:00,17848,109.44999999999999
560824,2011-07-21 11:23:00,17935,134.57000000000002
560826,2011-07-21 11:30:00,18073,512.94
560827,2011-07-21 11:42:00,14517,252.45000000000002
560828,2011-07-21 11:55:00,14298,1088.8600000000001
560829,2011-07-21 12:00:00,17694,283.12
C560832,2011-07-21 12:07:00,13488,-4.95
560833,2011-07-21 12:14:00,16891,205.65999999999997
560834,2011-07-21 12:15:00,16523,484.40000000000003
560839,2011-07-21 12:23:00,14527,121.54000000000002
560841,2011-07-21 12:25:00,14298,2569.55
C560842,2011-07-21 12:25:00,14527,-12.15
560843,2011-07-21 12:27:00,14298,99.0
560844,2011-07-21 12:28:00,14298,74.88
560845,2011-07-21 12:29:00,15570,301.26
560853,2011-07-21 12:33:00,15311,460.7
560854,2011-07-21 12:46:00,13098,473.09999999999997
C560855,2011-07-21 13:00:00,14410,-225.71999999999997
560856,2011-07-21 13:06:00,16607,421.7
560858,2011-07-21 13:25:00,14403,295.79999999999995
560859,2011-07-21 13:28:00,13668,87.30000000000001
C560860,2011-07-21 13:30:00,13668,-16.95
560861,2011-07-21 13:37:00,17660,196.0
560862,2011-07-21 13:48:00,14085,287.83
560863,2011-07-21 13:53:00,12748,127.83
560864,2011-07-21 13:54:00,14407,475.35999999999996
C560866,2011-07-21 14:04:00,14410,-46.2
560868,2011-07-21 14:14:00,14866,82.92000000000002
C560869,2011-07-21 14:32:00,12830,-66.24
560870,2011-07-21 14:34:00,13157,375.26000000000005
560871,2011-07-21 14:40:00,14745,20.8
560872,2011-07-21 14:41:00,14745,338.03000000000003
560873,2011-07-21 14:52:00,13881,563.07
C560874,2011-07-21 14:53:00,17677,-13.5
560875,2011-07-21 15:12:00,13562,606.4599999999999
560876,2011-07-21 15:14:00,12626,1159.0600000000002
C560877,2011-07-21 15:14:00,16859,-49.95
560878,2011-07-21 15:16:00,14410,201.17999999999998
560879,2011-07-21 15:23:00,16654,64.02
C560880,2011-07-21 15:39:00,15152,-10.100000000000001
560881,2011-07-21 15:45:00,17965,56.3
560882,2011-07-21 15:47:00,17213,312.59000000000003
560883,2011-07-21 16:10:00,13694,452.71
560884,2011-07-21 16:12:00,13694,890.0
560885,2011-07-21 16:20:00,16188,189.26
560886,2011-07-21 16:27:00,16041,675.0
560887,2011-07-21 16:28:00,16041,2064.8
560888,2011-07-21 16:33:00,15380,352.46000000000004
560891,2011-07-21 17:02:00,15106,254.38
560892,2011-07-21 17:08:00,13089,877.3599999999999
560893,2011-07-21 17:08:00,13804,310.34000000000003
560894,2011-07-21 17:09:00,14911,751.7500000000002
560895,2011-07-21 17:12:00,13089,1021.9200000000001
560896,2011-07-21 17:26:00,15623,301.03
560897,2011-07-21 17:26:00,12971,139.20000000000002
C560898,2011-07-21 17:30:00,12722,-46.65
C560899,2011-07-21 17:32:00,15260,-30.0
560901,2011-07-21 17:39:00,12476,746.5699999999999
C560902,2011-07-21 17:45:00,17593,-15.78
C560903,2011-07-21 17:47:00,18198,-79.5
C560904,2011-07-21 17:51:00,14875,-8.95
C560905,2011-07-21 17:54:00,13468,-9.870000000000001
560906,2011-07-21 17:55:00,15827,173.8
C560907,2011-07-21 17:55:00,16875,-12.450000000000001
560908,2011-07-21 17:56:00,15827,86.24000000000001
C560909,2011-07-21 17:56:00,13590,-5.800000000000001
C560910,2011-07-21 17:57:00,14733,-24.7
560911,2011-07-21 18:00:00,17961,41.099999999999994
C560912,2011-07-21 18:05:00,14400,-15.0
560913,2011-07-21 18:07:00,17961,4.25
560914,2011-07-21 18:08:00,17175,310.92999999999995
560915,2011-07-21 18:19:00,13313,308.59999999999997
560916,2011-07-21 18:19:00,14911,325.64
560917,2011-07-21 18:21:00,17949,833.85
560918,2011-07-21 18:27:00,14849,813.89
560919,2011-07-21 18:31:00,15971,430.0
560920,2011-07-21 18:36:00,15370,385.52
560921,2011-07-21 19:17:00,16224,322.66999999999996
560922,2011-07-21 19:34:00,14911,260.9
560924,2011-07-22 09:01:00,15061,647.92
560925,2011-07-22 09:02:00,15061,1665.2
560927,2011-07-22 09:55:00,13078,572.93
560928,2011-07-22 10:00:00,14852,425.96
560929,2011-07-22 10:06:00,16866,53.790000000000006
560930,2011-07-22 10:23:00,15829,325.44
560931,2011-07-22 10:25:00,16365,175.04999999999998
C560932,2011-07-22 10:29:00,15005,-6.25
560934,2011-07-22 10:48:00,16722,374.28000000000003
560937,2011-07-22 10:52:00,17920,218.55999999999997
560942,2011-07-22 11:31:00,15005,164.92
560972,2011-07-22 11:44:00,14209,438.49999999999994
560974,2011-07-22 11:55:00,14426,508.25000000000006
560975,2011-07-22 11:56:00,14426,167.4
560976,2011-07-22 12:08:00,18146,83.70000000000002
560977,2011-07-22 12:09:00,16839,422.4
560978,2011-07-22 12:20:00,15815,480.62
560979,2011-07-22 12:21:00,15232,310.36
560980,2011-07-22 12:41:00,16107,318.8
C560987,2011-07-22 13:09:00,16859,-4.25
560988,2011-07-22 13:17:00,15854,356.0
560989,2011-07-22 13:20:00,15704,748.14
C560990,2011-07-22 13:24:00,14056,-11.7
560991,2011-07-22 13:29:00,12438,890.0699999999999
560992,2011-07-22 13:31:00,18161,224.94000000000003
560994,2011-07-22 13:35:00,15704,38.16
560996,2011-07-22 13:53:00,17625,685.0999999999999
560997,2011-07-22 13:59:00,12627,768.02
560998,2011-07-22 14:07:00,14243,214.62
561001,2011-07-22 14:23:00,16711,311.07000000000005
561002,2011-07-22 14:39:00,13750,325.44
561003,2011-07-22 14:41:00,13079,23.8
561004,2011-07-22 14:47:00,15189,304.87
561005,2011-07-22 14:53:00,17961,134.44
561006,2011-07-22 15:02:00,16161,469.90000000000003
561007,2011-07-22 15:21:00,15640,649.4599999999998
561008,2011-07-22 15:43:00,18150,185.7
561009,2011-07-22 16:03:00,15856,489.59999999999997
561010,2011-07-22 16:04:00,18262,149.48
C561011,2011-07-22 16:05:00,17612,-3.15
C561012,2011-07-22 16:11:00,13098,-9.6
C561013,2011-07-22 16:12:00,16705,-23.75
C561016,2011-07-22 16:41:00,14056,-0.39
C561017,2011-07-22 16:49:00,13050,-15.8
C561018,2011-07-22 16:50:00,14916,-4.14
C561019,2011-07-22 16:52:00,15187,-30.599999999999998
561020,2011-07-22 17:21:00,13563,310.88
561021,2011-07-24 10:03:00,15465,320.71
561022,2011-07-24 10:24:00,14800,282.65999999999997
561023,2011-07-24 10:30:00,13576,354.24
561024,2011-07-24 10:35:00,12916,693.37
561025,2011-07-24 10:37:00,16241,196.27999999999992
561026,2011-07-24 10:49:00,17265,178.80999999999997
561027,2011-07-24 10:54:00,13802,1468.3600000000001
561028,2011-07-24 11:06:00,17769,319.84999999999997
561029,2011-07-24 11:25:00,12490,412.92999999999995
561030,2011-07-24 11:25:00,16407,265.86999999999995
561031,2011-07-24 11:32:00,13461,307.8
561032,2011-07-24 11:37:00,13029,390.7
