InvoiceNo,StockCode,Quantity,UnitPrice
562520,21746,48,1.25
562521,21242,16,1.69
C562522,22169,-1,8.5
562523,23078,240,1.04
562524,22961,96,1.25
562525,21270,1,12.75
562526,22690,1,7.95
562527,21558,60,2.1
562528,22993,12,1.25
562529,22900,6,3.25
562530,20748,1,12.75
562531,18097C,48,1.95
562532,22498,3,5.95
562533,20727,10,1.65
562534,23338,10,2.08
562535,21012,12,2.1
562536,20802,4,1.65
562537,23320,12,2.89
562538,15058A,10,6.75
562539,21467,2,3.75
562540,22314,1,2.95
562541,22171,48,5.88
562542,22718,12,0.42
562543,85099F,10,2.08
562544,84920,-9,0.0
562545,22420,100,0.36
562546,20694,-110,0.0
562547,21918,-343,0.0
562548,23084,-84,0.0
562549,22750,1,3.75
562550,22729,6,3.75
562551,84755,8,0.65
562552,23192,6,1.65
562553,11001,1,3.29
562555,23187,144,0.29
562558,23321,3,1.65
C562559,21231,-13,1.25
562560,23203,3,2.08
C562561,22656,-1,125.0
562562,47503A,1,0.42
562563,22966,36,1.25
562564,22487,2,9.95
562565,23321,10,1.65
562566,21843,4,10.95
562567,20719,10,0.85
562568,20712,10,2.08
562569,21123,3,1.25
562570,22988,12,1.25
562571,23111,1,12.5
562572,47343A,36,0.83
562573,22209,12,0.83
562574,22147,1,1.45
562575,22508,4,3.75
562576,22493,4,1.65
C562577,23207,-1,1.65
562578,22568,4,3.75
562579,85123A,32,2.55
562580,23203,10,2.08
562581,23237,2,4.15
C562582,20751,-1,2.1
562583,35637A,8,1.95
562584,84945,48,0.85
562585,10135,100,1.06
562586,21754,6,5.95
562587,23546,25,0.42
562588,35265,1,1.95
562589,47566,4,4.95
562590,85230G,48,0.29
562591,85230G,24,0.29
562592,21311,23,0.29
562593,21071,2,1.25
C562594,85230G,-48,0.29
562595,75049L,12,1.25
562596,23295,8,0.83
C562597,M,-1,6.76
562598,23201,10,2.08
562599,23013,8,3.95
562600,22090,12,2.95
C562601,M,-144,0.11
562602,23293,8,0.83
562603,22968,5,9.95
562604,22457,6,2.95
562605,22385,10,2.08
562606,23293,24,0.83
562607,23245,4,4.95
562608,20728,10,1.65
562609,22423,16,10.95
562610,21891,432,1.25
562611,22469,12,1.65
562612,21990,12,1.25
C562613,23175,-3,3.25
562614,21916,1,0.42
562615,82580,10,0.55
562616,23188,12,1.65
C562617,23243,-2,4.95
C562618,20914,-2,2.95
562619,16008,12,0.12
C562620,22798,-1,2.95
562621,23202,10,2.08
C562622,M,-1,48.0
C562623,22772,-1,1.25
C562647,M,-1,3155.95
C562648,M,-1,3.25
562649,22826,1,85.0
562650,POST,2,40.0
C562651,21991,-12,1.25
562652,47566,8,4.95
562653,21359,-30,0.0
C562657,POST,-1,4.41
C562661,22744,-6,2.95
562670,22138,3,4.95
562680,85135C,1,7.95
562688,22189,4,3.95
C562687,POST,-1,10.34
562701,15056N,18,5.95
562708,21164,3,2.95
C562709,22384,-1,1.45
562710,21359,29,3.95
562711,47503H,1,0.79
562712,22950,12,1.45
562713,22697,24,2.55
562714,22501,64,0.0
562715,23091,1,12.46
562716,23267,12,1.25
562717,21352,1,5.79
562718,84988,12,1.45
562719,22979,1,1.45
562720,22384,2,1.65
562721,22652,10,1.65
562722,85099B,100,1.79
562725,46000S,2,1.45
C562726,22326,-1,2.95
562727,22693,24,1.25
C562728,22849,-1,14.95
562729,15060B,4,3.75
562730,21829,36,0.21
562732,21411,3,4.25
562733,22408,12,1.25
562767,84945,12,0.85
562768,22024,12,0.42
562769,21931,10,2.08
562770,20727,40,1.65
562771,22131,12,1.95
562772,23341,2,8.5
C562773,22424,-2,12.75
562774,23136,4,3.75
562775,85014A,4,5.95
562776,21672,12,1.25
562777,21733,32,2.55
562778,21175,24,2.55
562779,46000M,2,1.55
562780,23344,6,2.08
562781,22795,2,6.75
562782,20728,10,1.65
562783,20725,10,1.65
562784,22170,1,6.75
562785,21033,-455,0.0
C562786,M,-1,250.0
562787,M,1,208.34
562788,23209,10,1.65
562789,23298,50,4.15
562790,22704,50,0.42
562791,20718,10,1.25
562792,21368,3,0.75
C562793,M,-1,57.6
C562794,22456,-1,4.95
C562795,22192,-1,8.5
C562796,D,-1,64.0
C562797,22634,-1,8.5
C562798,22605,-1,12.75
C562799,84949,-2,1.65
C562800,21559,-2,2.55
C562801,23012,-1,3.95
C562802,22990,-2,4.95
C562803,21704,-2,0.85
562804,22666,6,2.95
562805,POST,1,3.59
562806,21314,8,2.1
562807,23202,10,2.08
C562808,23187,-5,0.29
562809,22795,1,6.75
562810,22726,16,3.75
C562811,23109,-96,2.49
562812,23109,18,2.89
562838,20996,24,0.19
562839,23280,6,0.83
562840,22414,2,7.95
562841,84992,24,0.55
562842,22193,4,8.5
562843,21205,3,4.96
562844,22624,6,8.5
C562845,21754,-1,5.95
562846,20675,4,2.46
562847,22801,4,3.75
C562848,22990,-4,4.95
562849,21314,8,2.1
562850,79321,48,4.95
562851,23145,12,0.95
562852,22381,10,2.1
562853,22567,24,1.45
562854,85015,24,0.65
562855,84800M,-124,0.0
C562876,22360,-1,2.95
562878,84725,1,0.75
562879,21672,36,1.25
562880,82482,36,2.1
562881,22553,24,1.65
562882,23108,4,6.25
562883,22902,3,2.1
C562884,22900,-3,3.25
562885,23298,3,4.95
562886,21034,10,0.95
C562887,23077,-20,1.25
562888,22720,3,4.95
C562889,22727,-2,3.75
562890,21391,24,0.75
562891,84755,16,0.65
562892,21122,24,1.25
562893,23196,12,1.45
562894,22129,12,0.85
562902,23297,16,1.65
562907,35004B,3,5.45
562908,22173,32,2.55
C562909,75049L,-11,1.25
C562910,23187,-16,0.29
C562911,22978,-5,3.75
562912,23199,10,2.08
562913,22637,4,2.55
562914,23298,6,4.95
C562915,23064,-1,49.95
562916,84803B,2,1.69
562917,22197,600,0.72
562918,22666,12,2.95
562919,23296,12,1.25
562920,20713,10,2.08
C562921,22699,-2,2.95
562922,20728,20,1.65
562923,84879,40,1.69
562924,23165,4,1.65
562925,22607,24,8.5
562926,84755,144,0.55
562928,72586,4,0.42
562929,21429,8,1.95
562930,71053,4,3.75
562931,22624,1,8.5
562932,40046A,3,1.25
562933,20728,1,4.13
562934,15056BL,1,12.46
562935,85099B,10,2.08
562936,21731,2,1.65
562937,20726,1,1.65
C562938,M,-1,1121.18
562939,20682,12,3.25
562940,48185,10,6.75
562941,23198,12,1.45
562942,21523,4,7.95
C562943,23316,-1,9.95
562944,23287,8,0.85
562945,79000,425,0.0
562946,M,1,2500.0
562947,20802,72,1.45
562948,22560,96,1.06
562949,21915,12,1.25
562950,22752,2,8.5
562951,22189,4,3.95
C562952,22456,-1,4.95
C562953,22649,-1,4.95
C562954,20914,-1,2.95
562955,22469,4,4.13
C562956,82600,-6,2.1
C562957,22842,-1,6.75
C562958,M,-1,3.25
C562959,85066,-6,1.8
562960,23189,6,2.89
C562961,85123A,-6,2.95
C562962,23132,-1,5.75
562963,23197,12,1.45
562964,20749,6,7.95
562965,23301,12,1.65
562966,23359,72,1.65
562967,20677,72,1.06
562968,22466,12,1.95
C562969,22568,-1,3.75
562973,84380,144,1.06
562980,22805,12,1.25
562984,22383,10,1.65
C562992,22847,-1,16.95
562999,22386,10,2.08
563011,22231,12,0.59
563012,23334,6,0.63
563013,20728,10,1.65
563014,84978,36,1.06
563015,46000M,160,0.0
563016,20969,8,3.75
563017,23206,10,1.65
563018,16169E,25,0.42
563019,82482,6,2.55
563020,21928,20,2.08
563021,85177,6,0.85
563022,21246,1,4.95
563023,23245,4,4.95
563024,23091,3,6.25
563025,POST,1,1.69
563026,20728,5,1.65
563027,22315,1,1.25
563028,84946,12,1.25
563029,22810,48,2.55
563030,22197,12,0.85
563031,21933,2,1.65
563032,21922,4,7.95
563033,22560,2,1.25
563034,21035,6,3.25
563035,23330,5,1.25
563036,21791,12,1.25
563037,23292,8,1.25
563038,22998,480,0.36
563060,21793,8,3.95
563061,22030,12,0.42
563062,22961,2,1.45
C563068,23108,-1,6.25
563070,21355,18,1.25
563071,21754,3,5.95
C563072,22805,-1,1.25
563073,23036,12,1.25
563074,21915,72,1.06
563075,22167,2,9.95
563076,22795,16,5.95
563078,22456,6,4.95
563079,82494L,6,2.95
563080,23236,6,2.89
563088,22829,3,9.95
563089,85123A,12,2.95
563090,22983,12,0.42
563091,23245,4,4.95
563092,23328,4,3.75
563093,15058A,1,10.79
563094,22161,24,0.19
563095,23209,20,1.65
563096,20677,8,1.25
563097,22984,12,0.42
563098,22425,12,4.95
563099,23328,8,3.75
563100,22635,2,9.95
563101,22084,1,0.0
563102,21359,1,0.0
563103,23112,4,7.5
563104,23322,6,2.95
563105,22194,2,0.0
563106,21658,3,0.0
C563107,22965,-12,2.1
563108,21033,37,0.0
C563109,21936,-4,2.95
563110,23052,2,8.25
563111,20725,20,1.65
563112,84077,48,0.29
563137,23050,1,8.25
563147,84945,48,0.85
563148,21033,-37,0.0
563149,22178,96,1.06
563150,21462,2,6.75
563155,21244,5,1.69
563160,22803,1,39.95
563161,21208,12,0.39
563162,22684,20,1.25
563163,22811,96,2.55
563164,23089,144,1.45
563165,22355,100,0.72
563166,84029G,24,3.39
563167,15039,10,0.85
563168,22666,6,2.95
563169,85123A,12,2.95
563170,23298,3,4.95
563171,23228,24,1.25
563172,23297,16,1.65
563173,22659,320,1.65
563174,23188,12,1.65
563175,23286,36,0.85
563176,22076,10,1.65
563177,22929,1,65.0
563178,23025,12,2.08
563179,23268,12,1.45
563180,84978,12,1.25
563181,23110,2,5.75
563182,23329,12,1.65
563183,21175,48,2.08
563184,20981,2,0.85
A563185,B,1,11062.06
A563186,B,1,-11062.06
A563187,B,1,-11062.06
563188,79160,48,1.69
563189,23295,8,0.83
563190,22481,5,1.25
563191,22966,12,1.25
563192,23321,40,1.45
563193,10133,70,0.83
563194,85066,2,12.75
563195,23052,1,16.63
563196,23203,10,2.08
C563197,23160,-3,1.25
563198,22457,12,2.95
563199,23012,2,3.95
563200,23328,1,3.75
563201,82494L,1,2.95
563202,85066,1,12.75
563203,22169,8,7.65
563204,84078A,1,39.95
563205,22662,1,1.65
563206,23133,4,8.25
C563207,22371,-1,4.25
563208,23234,6,2.89
563209,22469,10,1.65
563210,20685,1,7.95
563211,22997,24,0.42
563212,23313,3,4.95
563213,22767,1,9.95
563214,22667,1,2.95
563215,23203,10,2.08
563216,85054,1,2.95
563217,21080,12,0.85
C563218,22383,-1,1.65
C563219,22469,-11,1.65
C563220,23243,-2,4.95
C563221,22780,-3,4.25
C563222,22460,-3,1.25
C563223,37446,-1,1.45
C563224,23298,-1,4.95
C563225,D,-1,434.51
C563226,23253,-1,15.95
563227,37447,48,1.25
563228,22222,1,4.95
563229,23173,1,9.95
563230,22977,4,1.25
563231,22175,1,2.95
C563232,23173,-1,9.95
563233,22173,1,2.95
563234,16045,100,0.04
563235,84970L,60,0.79
563236,15056N,2,5.95
563237,10133,20,0.42
563238,21524,10,6.75
563239,23049,1,8.25
C563240,22616,-12,0.29
563241,23206,30,1.65
563242,85123A,12,2.95
563243,22961,12,1.45
563244,22740,-36,0.0
563245,22385,10,2.08
563246,21670,12,1.25
563247,23333,36,1.25
563248,21977,3,0.55
C563249,21704,-1,0.72
563250,23322,6,2.95
563251,21259,16,5.95
563252,21175,12,2.55
563253,75049L,96,0.85
563254,75049L,96,0.85
563255,22847,1,16.95
563256,22687,2,7.95
563257,20972,12,1.25
C563258,22061,-2,8.5
563259,23203,2,2.08
563260,23282,12,0.83
563261,84947,72,1.06
563262,47310M,48,1.05
563264,22720,6,4.95
563268,48194,2,7.95
563288,20726,20,1.65
563300,71459,36,0.85
563328,20981,2,0.85
563333,23110,1,5.75
563345,23295,128,0.72
563346,22610,36,0.19
563347,23087,16,1.25
563348,22729,8,3.75
563349,20682,2,3.25
563350,23234,1,2.89
563351,23104,3,12.5
563352,21912,4,3.75
563353,22636,4,8.5
563354,85123A,4,2.95
563355,23245,4,4.95
563356,21137,48,3.39
563357,20963,20,1.25
563358,22119,2,6.95
563359,23084,20,0.0
563360,22993,3,1.25
563361,22342,24,0.75
563362,21976,24,0.55
C563363,21579,-6,2.25
563364,21210,12,1.45
563365,22192,2,8.5
563366,21216,12,4.95
563367,22624,4,8.5
563368,20725,10,1.65
563369,22161,24,0.19
563370,23198,12,1.45
563371,20725,10,1.65
563372,23268,12,1.45
563373,20754,6,2.1
563374,47566B,4,4.95
C563375,23149,-6,2.49
563376,23199,5,2.08
563377,85123A,12,2.95
563381,21705,12,1.65
563382,23245,4,4.95
563383,POST,1,15.0
563384,23173,1,9.95
563404,21931,20,2.08
563411,84212,480,0.42
563425,22732,18,1.25
563426,22080,10,1.65
563427,17003,6,0.29
563428,22668,5,2.95
563429,23209,10,1.65
563430,82600,24,2.1
563431,48194,1,7.95
563432,22171,2,8.5
C563433,84629,-1,4.95
563434,22814,12,0.42
563435,23144,48,0.83
563436,22624,2,8.5
563437,16237,30,0.21
563438,22560,24,1.25
563439,20675,2,2.46
563440,16045,100,0.04
563441,85066,2,12.75
563442,23245,4,4.95
563443,22325,3,4.95
563444,48138,2,7.95
563445,85049D,1,0.0
C563446,POST,-1,4.41
563447,21033,50,0.0
563448,23328,12,3.75
563449,85152,2,0.0
563450,48111,6,7.95
563451,37495,4,3.75
563452,21033,12,0.0
563453,21033,-24,0.0
563454,48194,4,7.95
C563459,84078A,-1,39.95
563465,22185,12,1.65
563467,85025C,1,1.65
563468,22668,10,2.95
563476,23209,20,1.65
563477,22243,1,1.65
563480,POST,1,2.45
563482,21216,1,4.95
C563483,21713,-3,2.1
563498,23339,6,2.08
563499,20725,10,1.65
563500,85071B,6,0.39
563501,22312,2,2.95
563502,23035,12,1.45
563503,16045,200,0.04
563504,21931,10,2.08
563505,22423,16,10.95
563506,21843,4,10.95
563507,20984,24,0.29
563508,21669,12,1.25
563509,22966,12,1.25
563510,22959,25,0.42
563518,21232,24,1.25
563522,82486,12,8.15
563532,21239,96,0.72
563533,23322,2,2.95
563534,22423,2,12.75
C563535,BANK CHARGES,-1,612.46
C563536,M,-1,413.68
C563537,M,-1,793.32
563538,16016,1,0.85
563540,22176,6,2.95
563543,22424,5,12.75
563544,21912,36,3.39
563545,21621,1,8.5
563546,22383,10,1.65
563547,21788,24,0.85
563548,15060B,4,3.75
563549,75049L,9,2.46
563550,21931,10,2.08
563551,22197,10,0.85
563552,82482,12,2.55
C563553,22885,-1,1.95
C563554,22467,-1,2.55
563555,21500,25,0.42
563556,22411,20,2.08
563557,23079,4,8.95
563558,23295,16,0.83
563559,23189,12,2.89
563560,22595,12,0.85
563561,84946,288,1.06
563562,22666,12,2.55
563563,20969,288,3.39
563564,47590B,3,5.45
563565,22637,4,2.55
563566,22189,4,3.95
563567,23204,10,0.85
563568,20774,12,0.0
563569,23162,4,3.75
C563570,21067,-23,1.06
563571,22663,1,2.08
563572,23188,1,1.65
563573,84674,1,2.95
563574,21210,12,1.45
563575,21875,576,1.06
563576,M,1,8.49
C563577,21877,-828,1.06
563578,22800,4,3.75
563579,21289,1,1.25
563580,85099C,5,2.08
563584,23170,12,1.65
563585,21794,1,3.95
C563586,22077,-6,1.65
C563587,21314,-5,2.1
563588,23298,196,4.15
563589,48184,20,8.0
563590,22666,124,3.2
C563591,23296,-4,1.25
C563592,D,-1,9.6
C563593,D,-1,206.4
C563594,21314,-5,2.1
C563595,71477,-2,2.75
C563596,22776,-2,9.95
563597,22852,1,4.25
C563598,22845,-1,6.35
C563599,22842,-1,6.75
C563600,84818,-18,0.79
C563601,23160,-3,1.25
C563602,22634,-1,9.95
C563603,22358,-1,2.95
C563604,22847,-1,14.95
C563605,22457,-1,2.95
C563606,22847,-1,16.95
C563607,22729,-2,3.75
C563608,21845,-2,0.79
C563609,22784,-2,4.95
C563610,21216,-1,4.25
C563611,84949,-3,1.65
C563612,22729,-1,3.75
563613,20717,60,1.25
563614,22946,60,12.75
563615,22385,10,2.08
563616,84991,480,0.4
563617,84997B,8,4.15
563618,21716,32,2.1
563619,84978,12,1.25
563620,22283,2,7.95
563621,23324,1,2.08
563622,22457,6,2.95
563623,22138,24,4.25
563626,84946,48,1.25
563638,22315,96,1.06
563650,79163,-156,0.0
563652,22461,-36,0.0
C563655,22844,-12,7.65
563656,23319,6,2.49
563657,23306,12,1.45
563658,84660A,20,0.79
563659,22898,50,1.65
563660,79321,48,4.95
563661,22158,8,2.95
563662,22745,12,2.1
563674,10133,40,0.42
563680,23294,8,0.83
563684,22791,72,1.06
563685,22751,4,3.75
563686,23245,16,4.15
563687,21931,1,2.08
563688,20728,10,1.65
563689,23112,1,7.5
563690,22427,3,5.95
563691,23154,6,2.08
563692,48138,1,7.95
C563693,84050,-1,1.65
563694,23298,9,4.95
563695,21314,8,2.1
563696,23245,4,4.95
563697,23199,2,2.08
563698,90206C,3,4.95
563699,84879,16,1.69
563700,85106,-553,0.0
563701,85106,20,0.0
563702,85107,65,0.0
563703,23131,6,4.15
563704,37342,-66,0.0
563705,21179,24,0.39
563706,21159,24,0.39
563707,22624,4,8.5
563708,22379,5,2.1
563709,23202,1,2.08
563710,85066,2,12.75
563711,22771,12,1.25
563712,21981,24,0.29
563714,21179,24,0.39
563715,90120D,-18,0.0
C563716,22470,-1,2.95
563717,84997B,2,4.15
563718,23308,24,0.55
563719,21137,72,3.39
563720,21539,2,4.95
563721,20719,30,0.85
563722,23326,48,0.63
563723,84879,16,1.69
563726,21137,48,3.39
563727,85104,144,2.55
563728,23295,2,0.83
563729,22423,20,12.75
563730,71477,4,3.25
563731,22666,1,2.95
563732,85099B,100,1.79
563733,22386,10,2.08
563734,23307,24,0.55
563735,22556,12,1.65
563736,22698,24,2.55
563737,21754,1,5.95
563738,22514,1,2.1
563739,21179,1,0.39
563740,22106,12,5.95
563741,22180,2,9.95
563742,22634,32,8.5
563743,22969,12,1.45
563744,21394,48,0.39
563745,21391,12,0.75
563746,23300,12,1.65
563747,23170,12,1.65
563748,22179,2,6.75
563749,23199,10,2.08
563750,21650,96,0.19
C563751,21232,-4,1.25
C563752,22891,-1,4.25
563753,20719,10,0.85
563754,21621,8,8.5
563755,21391,12,0.75
563756,22547,24,0.42
563764,22329,2,1.65
563771,20970,1,3.75
C563773,22730,-8,3.75
563776,POST,2,18.0
563808,20725,10,1.65
563812,21391,48,0.75
563818,21928,40,2.08
563819,23168,72,1.04
563820,M,1,10.0
563821,21650,192,0.19
563822,71477,8,3.25
563830,21391,24,0.75
563831,23014,8,3.95
563832,47566,2,4.95
563833,23298,9,4.95
563834,22286,48,0.39
563835,23203,10,2.08
563836,22778,4,3.95
563837,23207,10,1.65
C563838,37495,-4,3.75
563839,21415,6,2.1
563840,22989,1,3.25
563841,84580,4,3.75
563842,82484,4,7.95
563843,22844,1,8.5
563844,22469,12,1.65
563845,22197,50,0.85
563846,22467,24,2.55
563847,23293,24,0.83
563848,23226,24,1.25
563849,22644,12,1.45
563850,22134,1,0.42
563851,23328,4,3.75
563852,85066,2,12.75
563853,POST,8,18.0
563854,POST,3,15.0
563855,22813,12,1.95
C563856,21789,-19,0.85
563857,21927,12,1.25
563858,71053,4,3.75
563890,21326,48,0.65
563891,22423,4,12.75
563892,90205A,1,1.65
563893,16054,2,0.12
C563894,21042,-1,5.95
563895,22383,10,1.65
563896,22487,4,8.5
563897,POST,1,18.0
563898,21213,24,0.55
C563899,22726,-1,3.75
563900,85099C,200,1.79
563901,23174,2,4.15
563902,85099B,200,1.79
563903,22375,2,4.25
563904,23341,10,8.5
563905,82494L,6,2.95
563906,22699,6,2.95
563907,82484,4,7.95
563908,23118,3,7.5
563909,22557,3,1.65
563910,23173,24,8.15
563911,23345,12,1.25
563912,23199,10,2.08
563913,23199,20,2.08
563914,22898,8,1.95
563915,23238,2,4.15
563916,22717,12,0.42
563917,23548,25,0.42
C563918,23198,-1,1.45
563919,23189,12,2.89
563920,82494L,6,2.95
563921,48187,1,7.95
563922,22575,1,1.95
563923,51014C,96,0.39
563924,21143,3,1.95
563925,23328,1,3.75
563926,21936,5,2.95
563927,21400,24,0.12
563928,90148,2,12.75
563929,22551,1,1.65
563930,23002,1,0.42
563931,23172,12,1.65
563932,22939,8,4.95
563933,23344,4,2.08
563934,85099B,25,2.08
563935,23075,1,4.15
563936,72807B,4,4.25
563937,84946,12,1.25
563938,23245,16,4.15
563939,21262,6,2.95
563940,23201,10,2.08
563941,47590A,9,5.45
563942,22779,4,4.25
563943,23293,8,0.83
563944,23203,40,2.08
563945,23293,16,0.83
563946,84836,12,1.25
563947,23236,24,2.89
C563948,23032,-6,1.65
563949,21754,6,5.95
563950,22423,48,10.95
563951,22697,6,2.95
563952,22659,6,1.95
563953,23344,10,2.08
563954,22560,24,1.25
563955,23235,12,2.89
563956,22610,36,0.19
563981,22333,8,1.65
563982,22178,48,1.25
564016,22178,96,1.06
564017,22616,48,0.29
564018,20719,2,0.85
564019,20914,32,2.55
564020,23287,8,0.85
564021,21929,1,2.08
564022,23546,25,0.42
564023,20728,10,1.65
564034,21500,25,0.42
564037,37370,6,1.25
564038,23190,12,1.65
564039,22326,24,2.95
564040,21217,4,9.95
564041,22625,2,8.5
564042,22980,3,1.65
564043,16045,100,0.04
564044,84849A,1,1.69
564045,22798,72,2.55
564046,85123A,400,2.55
564047,22709,25,0.42
564048,85123A,16,2.55
564049,17038,30,0.1
564050,20719,10,0.85
564051,23355,4,4.95
564052,23169,6,4.15
564053,16161P,25,0.42
564054,22030,408,0.36
564055,22632,12,2.1
564056,90176D,2,7.5
564057,22192,2,8.5
564058,23206,10,1.65
564059,82482,6,2.55
564060,23156,1,2.08
564061,23050,1,8.25
564062,22114,6,4.25
C564063,71477,-1,3.25
564065,22986,25,0.42
564066,21731,12,1.65
564067,23298,6,4.95
564075,22077,12,1.65
564076,37449,48,8.5
564077,84792,2,4.65
564078,22090,18,2.95
564079,20977,32,1.25
C564081,22423,-150,10.95
564082,POST,4,18.0
564083,48194,2,7.95
C564084,23574,-1,7.5
564085,C2,1,50.0
564086,POST,1,160.0
564087,22503,4,29.95
564088,21932,10,1.65
564089,22379,10,2.1
564090,47591D,8,1.95
564091,23298,6,4.95
564092,22752,3,8.5
564093,20728,10,1.65
C564094,22328,-2,2.95
564095,22712,12,0.42
564096,23298,50,4.15
C564104,23199,-10,2.08
C564108,21216,-1,4.95
564109,82578,48,0.72
C564131,22946,-1,16.95
564132,84077,240,0.29
564133,23203,100,1.79
C564134,23198,-7,1.45
564135,22626,1,8.5
564136,84050,12,1.65
564137,21172,5,1.45
C564138,22662,-1,1.65
564139,21269,1,8.5
564140,23346,12,1.25
564141,82581,2,0.55
C564142,79191C,-1,0.85
564143,22771,12,1.25
564144,22851,12,0.85
564145,21934,10,1.65
564146,22866,48,2.1
564147,21928,10,2.08
564148,47504K,24,0.79
564149,22960,6,4.25
564150,21988,36,0.85
564158,23208,20,1.65
564159,20726,10,1.65
564160,85123A,96,2.55
564161,23071,1,12.5
564162,23343,10,2.08
564163,22988,12,1.25
564164,22616,300,0.25
564165,22791,12,1.25
564166,22457,6,2.95
564167,23208,20,1.65
564168,23301,1,1.65
564169,22956,144,2.1
564170,22924,24,0.85
564171,23188,12,1.65
564172,22691,3,7.95
564173,22991,12,1.95
564174,20713,10,2.08
564181,20728,10,1.65
564182,84997C,12,4.15
C564183,POST,-1,14.95
564184,21212,48,0.55
564185,84580,1,3.75
564186,23245,4,4.95
564187,20972,2,1.25
564188,23323,4,2.1
564189,22795,2,6.75
564190,21155,6,2.55
564191,22158,1,2.95
564192,22727,4,3.75
564195,22174,24,1.65
564196,POST,1,15.0
564197,23444,1,15.0
564198,23249,6,1.65
564199,20726,2,1.65
564200,21735,1,12.75
564201,22138,6,4.95
564202,85099F,20,2.08
564203,21116,12,4.95
C564204,21137,-1,3.39
564205,22428,1,6.95
C564206,37446,-1,1.25
C564207,22156,-7,0.72
C564208,23129,-1,4.15
C564209,22996,-1,0.42
C564210,23203,-1,2.08
C564211,23112,-1,7.5
C564212,22699,-1,2.95
C564213,21845,-2,0.79
C564214,22457,-1,2.95
C564215,22960,-1,4.25
564216,21122,24,1.25
C564217,22666,-2,2.95
C564218,79191C,-24,0.85
564219,21080,96,0.72
564220,20684,1,0.0
564221,21035,7,6.25
564222,22252,12,1.25
564223,22476,3,4.95
564224,21485,6,4.95
564225,84947,144,1.06
564226,POST,2,18.0
564227,22727,4,3.75
564228,21891,12,1.45
564229,82583,20,0.0
564230,20675,1,2.46
564231,23083,6,3.75
C564232,85159B,-8,1.95
564246,20727,10,1.65
564248,82580,250,0.42
564256,35966,15,0.38
C564257,22098,-36,0.39
564268,22111,3,4.95
564272,16014,2000,0.32
C564276,84665,-16,5.95
C564279,21165,-12,1.69
C564281,37448,-1,1.49
C564299,23110,-4,5.75
564300,22423,1,12.75
564301,22904,6,2.95
564302,47504K,12,0.79
564303,22553,12,1.65
564304,23284,1,7.95
564305,23298,12,4.95
564306,23169,6,4.15
564307,M,1,2.1
564308,21088,24,0.19
564309,23189,6,2.89
564310,84997B,72,3.75
564311,20713,300,1.79
564312,84997A,72,3.75
564313,23235,6,2.89
564314,23245,4,4.95
564315,22622,1,11.95
564316,20727,10,1.65
564317,20984,24,0.29
564318,20831,48,1.69
564319,22413,2,2.95
C564320,22767,-1,9.95
564321,82482,6,2.55
564322,20724,100,0.72
564323,20713,200,1.75
564324,47504H,144,0.79
564325,84660C,120,0.79
564326,62018,46,1.95
564327,22625,4,7.65
564328,20719,20,0.85
564329,21232,24,1.25
564330,23091,3,6.25
C564331,POST,-1,18.0
564332,23298,50,4.15
564333,22555,24,1.65
564334,15056N,24,5.95
564335,16014,4,0.42
564336,22320,1,5.95
564337,22326,24,2.95
564338,21559,6,2.55
564339,84970L,24,0.95
C564340,AMAZONFEE,-1,4527.65
564342,21882,1,0.65
C564341,AMAZONFEE,-1,6662.51
564346,22095,10,0.39
564350,82482,12,2.55
564351,22150,40,1.65
564352,22725,4,3.75
564353,22191,2,8.5
564354,23198,12,1.45
564355,23300,12,1.65
564356,23000,3,0.42
564357,22794,4,7.95
564358,21473,1,19.95
564359,22845,3,6.35
564360,23155,12,0.83
564361,22354,6,3.75
C564362,23112,-2,7.5
564363,84029G,4,3.75
564364,23310,36,0.42
564365,85014B,4,5.95
564366,23253,2,15.95
564367,15056P,9,5.95
C564368,21209,-10,0.39
564369,22423,16,10.95
564370,22766,8,2.95
564371,85099B,10,2.08
564372,16048,24,0.12
564373,22622,4,11.95
564374,21756,3,5.95
564375,21463,4,5.95
564376,21390,24,1.25
564377,22969,12,1.45
564378,22040,25,0.42
564379,21874,12,1.25
564380,16218,80,0.06
564381,84978,72,1.06
564382,22112,72,4.25
564383,23245,16,4.15
564398,85123A,6,2.95
564419,15039,20,0.85
C564424,15039,-20,0.85
C564426,21875,-1,1.25
C564427,21927,-1,1.25
564428,21993,12,1.25
564429,17012F,24,0.85
564430,23202,20,2.08
564431,22114,4,3.95
564432,22508,4,3.75
564433,20750,2,7.95
564434,84832,12,0.85
C564435,POST,-1,4.41
564436,21982,12,0.29
564437,21558,6,2.55
564438,21931,20,2.08
564439,21215,24,0.55
564440,20749,2,7.95
564471,22081,10,1.65
564473,20728,20,1.65
564474,22842,2,6.75
564475,23210,72,1.25
564476,22771,12,1.25
564477,22946,12,12.75
564479,15056BL,6,5.95
C564478,22990,-2,4.95
564480,82482,12,2.55
564481,POST,3,15.0
564482,71459,12,0.85
564483,84375,12,2.1
564484,22709,25,0.42
564485,21770,1,4.95
C564486,S,-1,83.06
C564487,D,-1,11.52
C564488,72807C,-3,4.25
564489,21955,1,7.95
C564490,85132C,-1,1.95
C564491,23302,-1,1.65
C564492,S,-1,239.07
C564493,84949,-6,1.65
C564494,BANK CHARGES,-1,83.83
564495,22725,4,3.75
564496,23152,4,3.75
